,X.1,X,Transect_no,Quadrat_no,site,Season,Location,Method,Cover_Type,Coverage_count
417,137,9,3,1,NH,Fall,Outside,Drone,All_eelgrass,0
418,138,10,3,2,NH,Fall,Outside,Drone,All_eelgrass,25
419,139,11,3,3,NH,Fall,Outside,Drone,All_eelgrass,21
420,140,12,3,4,NH,Fall,Outside,Drone,All_eelgrass,54
421,141,13,4,1,NH,Fall,Inside,Drone,All_eelgrass,76
422,142,14,4,2,NH,Fall,Inside,Drone,All_eelgrass,15
423,143,15,4,3,NH,Fall,Inside,Drone,All_eelgrass,2
424,144,16,4,4,NH,Fall,Inside,Drone,All_eelgrass,3
425,145,17,5,1,NH,Fall,Edge,Drone,All_eelgrass,0
426,146,18,5,2,NH,Fall,Edge,Drone,All_eelgrass,0
427,147,19,5,3,NH,Fall,Edge,Drone,All_eelgrass,0
428,148,20,5,4,NH,Fall,Edge,Drone,All_eelgrass,81
429,149,21,6,1,NH,Fall,Outside,Drone,All_eelgrass,0
430,150,22,6,2,NH,Fall,Outside,Drone,All_eelgrass,0
431,151,23,6,3,NH,Fall,Outside,Drone,All_eelgrass,0
432,152,24,6,4,NH,Fall,Outside,Drone,All_eelgrass,0
433,1,1,1,1,BL,Summer,Outside,Drone,All_seaweed,50
434,2,2,6,4,BL,Summer,Edge,Drone,All_seaweed,0
435,3,3,6,3,BL,Summer,Edge,Drone,All_seaweed,7
436,4,4,6,2,BL,Summer,Edge,Drone,All_seaweed,0
437,5,5,6,1,BL,Summer,Edge,Drone,All_seaweed,8
438,6,6,5,4,BL,Summer,Inside,Drone,All_seaweed,15
439,7,7,5,3,BL,Summer,Inside,Drone,All_seaweed,11
440,8,8,5,2,BL,Summer,Inside,Drone,All_seaweed,24
441,9,9,5,1,BL,Summer,Inside,Drone,All_seaweed,3
442,10,10,4,4,BL,Summer,Outside,Drone,All_seaweed,68
443,11,11,4,3,BL,Summer,Outside,Drone,All_seaweed,6
444,12,12,4,2,BL,Summer,Outside,Drone,All_seaweed,10
445,13,13,4,1,BL,Summer,Outside,Drone,All_seaweed,0
446,14,14,3,4,BL,Summer,Edge,Drone,All_seaweed,30
447,15,15,3,3,BL,Summer,Edge,Drone,All_seaweed,13
448,16,16,3,2,BL,Summer,Edge,Drone,All_seaweed,2
449,17,17,3,1,BL,Summer,Edge,Drone,All_seaweed,55
450,18,18,2,4,BL,Summer,Inside,Drone,All_seaweed,23
451,19,19,2,3,BL,Summer,Inside,Drone,All_seaweed,0
452,20,20,2,2,BL,Summer,Inside,Drone,All_seaweed,0
453,21,21,2,1,BL,Summer,Inside,Drone,All_seaweed,0
454,22,22,1,4,BL,Summer,Outside,Drone,All_seaweed,36
455,23,23,1,3,BL,Summer,Outside,Drone,All_seaweed,0
456,24,24,1,2,BL,Summer,Outside,Drone,All_seaweed,34
457,25,1,1,1,BL,Fall,Outside,Drone,All_seaweed,79
458,26,2,6,4,BL,Fall,Edge,Drone,All_seaweed,0
459,27,3,6,3,BL,Fall,Edge,Drone,All_seaweed,57
460,28,4,6,2,BL,Fall,Edge,Drone,All_seaweed,0
461,29,5,6,1,BL,Fall,Edge,Drone,All_seaweed,0
462,30,6,5,4,BL,Fall,Inside,Drone,All_seaweed,0
463,31,7,5,3,BL,Fall,Inside,Drone,All_seaweed,0
464,32,8,5,2,BL,Fall,Inside,Drone,All_seaweed,0
465,33,9,5,1,BL,Fall,Inside,Drone,All_seaweed,17
466,34,10,4,4,BL,Fall,Outside,Drone,All_seaweed,1
467,35,11,4,3,BL,Fall,Outside,Drone,All_seaweed,0
468,36,12,4,2,BL,Fall,Outside,Drone,All_seaweed,21
469,37,13,4,1,BL,Fall,Outside,Drone,All_seaweed,0
470,38,14,3,4,BL,Fall,Edge,Drone,All_seaweed,71
471,39,15,3,3,BL,Fall,Edge,Drone,All_seaweed,76
472,40,16,3,2,BL,Fall,Edge,Drone,All_seaweed,50
473,41,17,3,1,BL,Fall,Edge,Drone,All_seaweed,30
474,42,18,2,4,BL,Fall,Inside,Drone,All_seaweed,0
475,43,19,2,3,BL,Fall,Inside,Drone,All_seaweed,0
476,44,20,2,2,BL,Fall,Inside,Drone,All_seaweed,0
477,45,21,2,1,BL,Fall,Inside,Drone,All_seaweed,62
478,46,22,1,4,BL,Fall,Outside,Drone,All_seaweed,29
479,47,23,1,3,BL,Fall,Outside,Drone,All_seaweed,65
480,48,24,1,2,BL,Fall,Outside,Drone,All_seaweed,91
481,49,1,7,4,SC,Summer,Inside,Drone,All_seaweed,58
482,50,2,7,3,SC,Summer,Inside,Drone,All_seaweed,35
483,51,3,7,2,SC,Summer,Inside,Drone,All_seaweed,15
484,52,4,7,1,SC,Summer,Inside,Drone,All_seaweed,53
485,53,5,6,4,SC,Summer,Inside,Drone,All_seaweed,0
486,54,6,6,3,SC,Summer,Inside,Drone,All_seaweed,6
487,55,7,6,2,SC,Summer,Inside,Drone,All_seaweed,17
488,56,8,6,1,SC,Summer,Inside,Drone,All_seaweed,17
489,57,9,5,4,SC,Summer,Outside,Drone,All_seaweed,0
490,58,10,5,3,SC,Summer,Outside,Drone,All_seaweed,0
491,59,11,5,2,SC,Summer,Outside,Drone,All_seaweed,30
492,60,12,5,1,SC,Summer,Outside,Drone,All_seaweed,29
493,61,13,4,4,SC,Summer,Edge,Drone,All_seaweed,0
494,62,14,4,3,SC,Summer,Edge,Drone,All_seaweed,3
495,63,15,4,2,SC,Summer,Edge,Drone,All_seaweed,41
496,64,16,4,1,SC,Summer,Edge,Drone,All_seaweed,16
497,65,17,3,4,SC,Summer,Outside,Drone,All_seaweed,0
498,66,18,3,3,SC,Summer,Outside,Drone,All_seaweed,0
499,67,19,3,2,SC,Summer,Outside,Drone,All_seaweed,0
500,68,20,3,1,SC,Summer,Outside,Drone,All_seaweed,0
501,73,25,2,4,SC,Summer,Edge,Drone,All_seaweed,36
502,74,26,2,3,SC,Summer,Edge,Drone,All_seaweed,15
503,75,27,2,2,SC,Summer,Edge,Drone,All_seaweed,25
504,76,28,2,1,SC,Summer,Edge,Drone,All_seaweed,21
505,77,1,7,4,SC,Fall,Inside,Drone,All_seaweed,3
506,78,2,7,3,SC,Fall,Inside,Drone,All_seaweed,14
507,79,3,7,2,SC,Fall,Inside,Drone,All_seaweed,8
508,80,4,7,1,SC,Fall,Inside,Drone,All_seaweed,5
509,81,5,6,4,SC,Fall,Inside,Drone,All_seaweed,12
510,82,6,6,3,SC,Fall,Inside,Drone,All_seaweed,4
511,83,7,6,2,SC,Fall,Inside,Drone,All_seaweed,13
512,84,8,6,1,SC,Fall,Inside,Drone,All_seaweed,2
513,85,9,5,4,SC,Fall,Outside,Drone,All_seaweed,0
514,86,10,5,3,SC,Fall,Outside,Drone,All_seaweed,0
515,87,11,5,2,SC,Fall,Outside,Drone,All_seaweed,36
516,88,12,5,1,SC,Fall,Outside,Drone,All_seaweed,0
517,89,13,4,4,SC,Fall,Edge,Drone,All_seaweed,0
518,90,14,4,3,SC,Fall,Edge,Drone,All_seaweed,0
519,91,15,4,2,SC,Fall,Edge,Drone,All_seaweed,0
520,92,16,4,1,SC,Fall,Edge,Drone,All_seaweed,0
521,93,17,3,4,SC,Fall,Outside,Drone,All_seaweed,0
522,94,18,3,3,SC,Fall,Outside,Drone,All_seaweed,0
523,95,19,3,2,SC,Fall,Outside,Drone,All_seaweed,0
524,96,20,3,1,SC,Fall,Outside,Drone,All_seaweed,0
525,101,25,2,4,SC,Fall,Edge,Drone,All_seaweed,0
526,102,26,2,3,SC,Fall,Edge,Drone,All_seaweed,16
527,103,27,2,2,SC,Fall,Edge,Drone,All_seaweed,24
528,104,28,2,1,SC,Fall,Edge,Drone,All_seaweed,0
529,105,1,1,1,NH,Summer,Inside,Drone,All_seaweed,0
530,106,2,1,2,NH,Summer,Inside,Drone,All_seaweed,0
531,107,3,1,3,NH,Summer,Inside,Drone,All_seaweed,0
532,108,4,1,4,NH,Summer,Inside,Drone,All_seaweed,0
533,109,5,2,1,NH,Summer,Edge,Drone,All_seaweed,1
534,110,6,2,2,NH,Summer,Edge,Drone,All_seaweed,0
535,111,7,2,3,NH,Summer,Edge,Drone,All_seaweed,0
536,112,8,2,4,NH,Summer,Edge,Drone,All_seaweed,1
537,113,9,3,1,NH,Summer,Outside,Drone,All_seaweed,4
538,114,10,3,2,NH,Summer,Outside,Drone,All_seaweed,38
539,115,11,3,3,NH,Summer,Outside,Drone,All_seaweed,6
540,116,12,3,4,NH,Summer,Outside,Drone,All_seaweed,0
541,117,13,4,1,NH,Summer,Inside,Drone,All_seaweed,2
542,118,14,4,2,NH,Summer,Inside,Drone,All_seaweed,13
543,119,15,4,3,NH,Summer,Inside,Drone,All_seaweed,9
544,120,16,4,4,NH,Summer,Inside,Drone,All_seaweed,32
545,121,17,5,1,NH,Summer,Edge,Drone,All_seaweed,0
546,122,18,5,2,NH,Summer,Edge,Drone,All_seaweed,0
547,123,19,5,3,NH,Summer,Edge,Drone,All_seaweed,1
548,124,20,5,4,NH,Summer,Edge,Drone,All_seaweed,6
549,125,21,6,1,NH,Summer,Outside,Drone,All_seaweed,6
550,126,22,6,2,NH,Summer,Outside,Drone,All_seaweed,11
551,127,23,6,3,NH,Summer,Outside,Drone,All_seaweed,22
552,128,24,6,4,NH,Summer,Outside,Drone,All_seaweed,27
553,129,1,1,1,NH,Fall,Inside,Drone,All_seaweed,0
554,130,2,1,2,NH,Fall,Inside,Drone,All_seaweed,0
555,131,3,1,3,NH,Fall,Inside,Drone,All_seaweed,0
556,132,4,1,4,NH,Fall,Inside,Drone,All_seaweed,0
557,133,5,2,1,NH,Fall,Edge,Drone,All_seaweed,87
558,134,6,2,2,NH,Fall,Edge,Drone,All_seaweed,43
559,135,7,2,3,NH,Fall,Edge,Drone,All_seaweed,0
560,136,8,2,4,NH,Fall,Edge,Drone,All_seaweed,0
561,137,9,3,1,NH,Fall,Outside,Drone,All_seaweed,10
562,138,10,3,2,NH,Fall,Outside,Drone,All_seaweed,66
563,139,11,3,3,NH,Fall,Outside,Drone,All_seaweed,79
564,140,12,3,4,NH,Fall,Outside,Drone,All_seaweed,0
565,141,13,4,1,NH,Fall,Inside,Drone,All_seaweed,17
566,142,14,4,2,NH,Fall,Inside,Drone,All_seaweed,60
567,143,15,4,3,NH,Fall,Inside,Drone,All_seaweed,34
568,144,16,4,4,NH,Fall,Inside,Drone,All_seaweed,62
569,145,17,5,1,NH,Fall,Edge,Drone,All_seaweed,21
570,146,18,5,2,NH,Fall,Edge,Drone,All_seaweed,0
571,147,19,5,3,NH,Fall,Edge,Drone,All_seaweed,1
572,148,20,5,4,NH,Fall,Edge,Drone,All_seaweed,18
573,149,21,6,1,NH,Fall,Outside,Drone,All_seaweed,4
574,150,22,6,2,NH,Fall,Outside,Drone,All_seaweed,0
575,151,23,6,3,NH,Fall,Outside,Drone,All_seaweed,0
576,152,24,6,4,NH,Fall,Outside,Drone,All_seaweed,0
577,1,1,1,1,BL,Summer,Outside,Snorkel,SQ_Eelgrass,0
578,2,2,6,4,BL,Summer,Edge,Snorkel,SQ_Eelgrass,96
579,3,3,6,3,BL,Summer,Edge,Snorkel,SQ_Eelgrass,81
580,4,4,6,2,BL,Summer,Edge,Snorkel,SQ_Eelgrass,100
581,5,5,6,1,BL,Summer,Edge,Snorkel,SQ_Eelgrass,0
582,6,6,5,4,BL,Summer,Inside,Snorkel,SQ_Eelgrass,100
583,7,7,5,3,BL,Summer,Inside,Snorkel,SQ_Eelgrass,100
584,8,8,5,2,BL,Summer,Inside,Snorkel,SQ_Eelgrass,100
585,9,9,5,1,BL,Summer,Inside,Snorkel,SQ_Eelgrass,100
586,10,10,4,4,BL,Summer,Outside,Snorkel,SQ_Eelgrass,0
587,11,11,4,3,BL,Summer,Outside,Snorkel,SQ_Eelgrass,0
588,12,12,4,2,BL,Summer,Outside,Snorkel,SQ_Eelgrass,0
589,13,13,4,1,BL,Summer,Outside,Snorkel,SQ_Eelgrass,0
590,14,14,3,4,BL,Summer,Edge,Snorkel,SQ_Eelgrass,97
591,15,15,3,3,BL,Summer,Edge,Snorkel,SQ_Eelgrass,16
592,16,16,3,2,BL,Summer,Edge,Snorkel,SQ_Eelgrass,12
593,17,17,3,1,BL,Summer,Edge,Snorkel,SQ_Eelgrass,100
594,18,18,2,4,BL,Summer,Inside,Snorkel,SQ_Eelgrass,14
595,19,19,2,3,BL,Summer,Inside,Snorkel,SQ_Eelgrass,69
596,20,20,2,2,BL,Summer,Inside,Snorkel,SQ_Eelgrass,98
597,21,21,2,1,BL,Summer,Inside,Snorkel,SQ_Eelgrass,99
598,22,22,1,4,BL,Summer,Outside,Snorkel,SQ_Eelgrass,0
599,23,23,1,3,BL,Summer,Outside,Snorkel,SQ_Eelgrass,0
600,24,24,1,2,BL,Summer,Outside,Snorkel,SQ_Eelgrass,0
601,25,1,1,1,BL,Fall,Outside,Snorkel,SQ_Eelgrass,0
602,26,2,6,4,BL,Fall,Edge,Snorkel,SQ_Eelgrass,96
603,27,3,6,3,BL,Fall,Edge,Snorkel,SQ_Eelgrass,81
604,28,4,6,2,BL,Fall,Edge,Snorkel,SQ_Eelgrass,100
605,29,5,6,1,BL,Fall,Edge,Snorkel,SQ_Eelgrass,0
606,30,6,5,4,BL,Fall,Inside,Snorkel,SQ_Eelgrass,100
607,31,7,5,3,BL,Fall,Inside,Snorkel,SQ_Eelgrass,100
608,32,8,5,2,BL,Fall,Inside,Snorkel,SQ_Eelgrass,100
609,33,9,5,1,BL,Fall,Inside,Snorkel,SQ_Eelgrass,100
610,34,10,4,4,BL,Fall,Outside,Snorkel,SQ_Eelgrass,0
611,35,11,4,3,BL,Fall,Outside,Snorkel,SQ_Eelgrass,0
612,36,12,4,2,BL,Fall,Outside,Snorkel,SQ_Eelgrass,0
613,37,13,4,1,BL,Fall,Outside,Snorkel,SQ_Eelgrass,0
614,38,14,3,4,BL,Fall,Edge,Snorkel,SQ_Eelgrass,97
615,39,15,3,3,BL,Fall,Edge,Snorkel,SQ_Eelgrass,16
616,40,16,3,2,BL,Fall,Edge,Snorkel,SQ_Eelgrass,12
617,41,17,3,1,BL,Fall,Edge,Snorkel,SQ_Eelgrass,100
618,42,18,2,4,BL,Fall,Inside,Snorkel,SQ_Eelgrass,14
619,43,19,2,3,BL,Fall,Inside,Snorkel,SQ_Eelgrass,69
620,44,20,2,2,BL,Fall,Inside,Snorkel,SQ_Eelgrass,98
621,45,21,2,1,BL,Fall,Inside,Snorkel,SQ_Eelgrass,99
622,46,22,1,4,BL,Fall,Outside,Snorkel,SQ_Eelgrass,0
623,47,23,1,3,BL,Fall,Outside,Snorkel,SQ_Eelgrass,0
624,48,24,1,2,BL,Fall,Outside,Snorkel,SQ_Eelgrass,0
625,49,1,7,4,SC,Summer,Inside,Snorkel,SQ_Eelgrass,83
626,50,2,7,3,SC,Summer,Inside,Snorkel,SQ_Eelgrass,83
627,51,3,7,2,SC,Summer,Inside,Snorkel,SQ_Eelgrass,63
628,52,4,7,1,SC,Summer,Inside,Snorkel,SQ_Eelgrass,91
629,53,5,6,4,SC,Summer,Inside,Snorkel,SQ_Eelgrass,71
630,54,6,6,3,SC,Summer,Inside,Snorkel,SQ_Eelgrass,82
631,55,7,6,2,SC,Summer,Inside,Snorkel,SQ_Eelgrass,76
632,56,8,6,1,SC,Summer,Inside,Snorkel,SQ_Eelgrass,26
633,57,9,5,4,SC,Summer,Outside,Snorkel,SQ_Eelgrass,0
634,58,10,5,3,SC,Summer,Outside,Snorkel,SQ_Eelgrass,0
635,59,11,5,2,SC,Summer,Outside,Snorkel,SQ_Eelgrass,0
636,60,12,5,1,SC,Summer,Outside,Snorkel,SQ_Eelgrass,0
637,61,13,4,4,SC,Summer,Edge,Snorkel,SQ_Eelgrass,3
638,62,14,4,3,SC,Summer,Edge,Snorkel,SQ_Eelgrass,5
639,63,15,4,2,SC,Summer,Edge,Snorkel,SQ_Eelgrass,8
640,64,16,4,1,SC,Summer,Edge,Snorkel,SQ_Eelgrass,75
641,65,17,3,4,SC,Summer,Outside,Snorkel,SQ_Eelgrass,0
642,66,18,3,3,SC,Summer,Outside,Snorkel,SQ_Eelgrass,0
643,67,19,3,2,SC,Summer,Outside,Snorkel,SQ_Eelgrass,0
644,68,20,3,1,SC,Summer,Outside,Snorkel,SQ_Eelgrass,0
645,73,25,2,4,SC,Summer,Edge,Snorkel,SQ_Eelgrass,2
646,74,26,2,3,SC,Summer,Edge,Snorkel,SQ_Eelgrass,18
647,75,27,2,2,SC,Summer,Edge,Snorkel,SQ_Eelgrass,81
648,76,28,2,1,SC,Summer,Edge,Snorkel,SQ_Eelgrass,10
649,77,1,7,4,SC,Fall,Inside,Snorkel,SQ_Eelgrass,83
650,78,2,7,3,SC,Fall,Inside,Snorkel,SQ_Eelgrass,83
651,79,3,7,2,SC,Fall,Inside,Snorkel,SQ_Eelgrass,63
652,80,4,7,1,SC,Fall,Inside,Snorkel,SQ_Eelgrass,91
653,81,5,6,4,SC,Fall,Inside,Snorkel,SQ_Eelgrass,71
654,82,6,6,3,SC,Fall,Inside,Snorkel,SQ_Eelgrass,82
655,83,7,6,2,SC,Fall,Inside,Snorkel,SQ_Eelgrass,76
656,84,8,6,1,SC,Fall,Inside,Snorkel,SQ_Eelgrass,26
657,85,9,5,4,SC,Fall,Outside,Snorkel,SQ_Eelgrass,0
658,86,10,5,3,SC,Fall,Outside,Snorkel,SQ_Eelgrass,0
659,87,11,5,2,SC,Fall,Outside,Snorkel,SQ_Eelgrass,0
660,88,12,5,1,SC,Fall,Outside,Snorkel,SQ_Eelgrass,0
661,89,13,4,4,SC,Fall,Edge,Snorkel,SQ_Eelgrass,3
662,90,14,4,3,SC,Fall,Edge,Snorkel,SQ_Eelgrass,5
663,91,15,4,2,SC,Fall,Edge,Snorkel,SQ_Eelgrass,8
664,92,16,4,1,SC,Fall,Edge,Snorkel,SQ_Eelgrass,75
665,93,17,3,4,SC,Fall,Outside,Snorkel,SQ_Eelgrass,0
666,94,18,3,3,SC,Fall,Outside,Snorkel,SQ_Eelgrass,0
667,95,19,3,2,SC,Fall,Outside,Snorkel,SQ_Eelgrass,0
668,96,20,3,1,SC,Fall,Outside,Snorkel,SQ_Eelgrass,0
669,101,25,2,4,SC,Fall,Edge,Snorkel,SQ_Eelgrass,2
670,102,26,2,3,SC,Fall,Edge,Snorkel,SQ_Eelgrass,18
671,103,27,2,2,SC,Fall,Edge,Snorkel,SQ_Eelgrass,81
672,104,28,2,1,SC,Fall,Edge,Snorkel,SQ_Eelgrass,10
673,105,1,1,1,NH,Summer,Inside,Snorkel,SQ_Eelgrass,100
674,106,2,1,2,NH,Summer,Inside,Snorkel,SQ_Eelgrass,100
675,107,3,1,3,NH,Summer,Inside,Snorkel,SQ_Eelgrass,100
676,108,4,1,4,NH,Summer,Inside,Snorkel,SQ_Eelgrass,100
677,109,5,2,1,NH,Summer,Edge,Snorkel,SQ_Eelgrass,33
678,110,6,2,2,NH,Summer,Edge,Snorkel,SQ_Eelgrass,92
679,111,7,2,3,NH,Summer,Edge,Snorkel,SQ_Eelgrass,100
680,112,8,2,4,NH,Summer,Edge,Snorkel,SQ_Eelgrass,100
681,113,9,3,1,NH,Summer,Outside,Snorkel,SQ_Eelgrass,0
682,114,10,3,2,NH,Summer,Outside,Snorkel,SQ_Eelgrass,0
683,115,11,3,3,NH,Summer,Outside,Snorkel,SQ_Eelgrass,0
684,116,12,3,4,NH,Summer,Outside,Snorkel,SQ_Eelgrass,0
685,117,13,4,1,NH,Summer,Inside,Snorkel,SQ_Eelgrass,100
686,118,14,4,2,NH,Summer,Inside,Snorkel,SQ_Eelgrass,88
687,119,15,4,3,NH,Summer,Inside,Snorkel,SQ_Eelgrass,99
688,120,16,4,4,NH,Summer,Inside,Snorkel,SQ_Eelgrass,28
689,121,17,5,1,NH,Summer,Edge,Snorkel,SQ_Eelgrass,0
690,122,18,5,2,NH,Summer,Edge,Snorkel,SQ_Eelgrass,0
691,123,19,5,3,NH,Summer,Edge,Snorkel,SQ_Eelgrass,27
692,124,20,5,4,NH,Summer,Edge,Snorkel,SQ_Eelgrass,70
693,125,21,6,1,NH,Summer,Outside,Snorkel,SQ_Eelgrass,0
694,126,22,6,2,NH,Summer,Outside,Snorkel,SQ_Eelgrass,0
695,127,23,6,3,NH,Summer,Outside,Snorkel,SQ_Eelgrass,0
696,128,24,6,4,NH,Summer,Outside,Snorkel,SQ_Eelgrass,0
697,129,1,1,1,NH,Fall,Inside,Snorkel,SQ_Eelgrass,100
698,130,2,1,2,NH,Fall,Inside,Snorkel,SQ_Eelgrass,100
699,131,3,1,3,NH,Fall,Inside,Snorkel,SQ_Eelgrass,100
700,132,4,1,4,NH,Fall,Inside,Snorkel,SQ_Eelgrass,100
701,133,5,2,1,NH,Fall,Edge,Snorkel,SQ_Eelgrass,33
702,134,6,2,2,NH,Fall,Edge,Snorkel,SQ_Eelgrass,92
703,135,7,2,3,NH,Fall,Edge,Snorkel,SQ_Eelgrass,100
704,136,8,2,4,NH,Fall,Edge,Snorkel,SQ_Eelgrass,100
705,137,9,3,1,NH,Fall,Outside,Snorkel,SQ_Eelgrass,0
706,138,10,3,2,NH,Fall,Outside,Snorkel,SQ_Eelgrass,0
707,139,11,3,3,NH,Fall,Outside,Snorkel,SQ_Eelgrass,0
708,140,12,3,4,NH,Fall,Outside,Snorkel,SQ_Eelgrass,0
709,141,13,4,1,NH,Fall,Inside,Snorkel,SQ_Eelgrass,100
710,142,14,4,2,NH,Fall,Inside,Snorkel,SQ_Eelgrass,88
711,143,15,4,3,NH,Fall,Inside,Snorkel,SQ_Eelgrass,99
712,144,16,4,4,NH,Fall,Inside,Snorkel,SQ_Eelgrass,28
713,145,17,5,1,NH,Fall,Edge,Snorkel,SQ_Eelgrass,0
714,146,18,5,2,NH,Fall,Edge,Snorkel,SQ_Eelgrass,0
715,147,19,5,3,NH,Fall,Edge,Snorkel,SQ_Eelgrass,27
716,148,20,5,4,NH,Fall,Edge,Snorkel,SQ_Eelgrass,70
717,149,21,6,1,NH,Fall,Outside,Snorkel,SQ_Eelgrass,0
718,150,22,6,2,NH,Fall,Outside,Snorkel,SQ_Eelgrass,0
719,151,23,6,3,NH,Fall,Outside,Snorkel,SQ_Eelgrass,0
720,152,24,6,4,NH,Fall,Outside,Snorkel,SQ_Eelgrass,0
721,1,1,1,1,BL,Summer,Outside,Snorkel,SQ_Seaweed,32
722,2,2,6,4,BL,Summer,Edge,Snorkel,SQ_Seaweed,4
723,3,3,6,3,BL,Summer,Edge,Snorkel,SQ_Seaweed,28
724,4,4,6,2,BL,Summer,Edge,Snorkel,SQ_Seaweed,1
725,5,5,6,1,BL,Summer,Edge,Snorkel,SQ_Seaweed,24
726,6,6,5,4,BL,Summer,Inside,Snorkel,SQ_Seaweed,0
727,7,7,5,3,BL,Summer,Inside,Snorkel,SQ_Seaweed,5
728,8,8,5,2,BL,Summer,Inside,Snorkel,SQ_Seaweed,0
729,9,9,5,1,BL,Summer,Inside,Snorkel,SQ_Seaweed,0
730,10,10,4,4,BL,Summer,Outside,Snorkel,SQ_Seaweed,4
731,11,11,4,3,BL,Summer,Outside,Snorkel,SQ_Seaweed,6
732,12,12,4,2,BL,Summer,Outside,Snorkel,SQ_Seaweed,20
733,13,13,4,1,BL,Summer,Outside,Snorkel,SQ_Seaweed,1
734,14,14,3,4,BL,Summer,Edge,Snorkel,SQ_Seaweed,2
735,15,15,3,3,BL,Summer,Edge,Snorkel,SQ_Seaweed,0
736,16,16,3,2,BL,Summer,Edge,Snorkel,SQ_Seaweed,5
737,17,17,3,1,BL,Summer,Edge,Snorkel,SQ_Seaweed,4
738,18,18,2,4,BL,Summer,Inside,Snorkel,SQ_Seaweed,36
739,19,19,2,3,BL,Summer,Inside,Snorkel,SQ_Seaweed,19
740,20,20,2,2,BL,Summer,Inside,Snorkel,SQ_Seaweed,6
741,21,21,2,1,BL,Summer,Inside,Snorkel,SQ_Seaweed,4
742,22,22,1,4,BL,Summer,Outside,Snorkel,SQ_Seaweed,67
743,23,23,1,3,BL,Summer,Outside,Snorkel,SQ_Seaweed,28
744,24,24,1,2,BL,Summer,Outside,Snorkel,SQ_Seaweed,16
745,25,1,1,1,BL,Fall,Outside,Snorkel,SQ_Seaweed,32
746,26,2,6,4,BL,Fall,Edge,Snorkel,SQ_Seaweed,4
747,27,3,6,3,BL,Fall,Edge,Snorkel,SQ_Seaweed,28
748,28,4,6,2,BL,Fall,Edge,Snorkel,SQ_Seaweed,1
749,29,5,6,1,BL,Fall,Edge,Snorkel,SQ_Seaweed,24
750,30,6,5,4,BL,Fall,Inside,Snorkel,SQ_Seaweed,0
751,31,7,5,3,BL,Fall,Inside,Snorkel,SQ_Seaweed,5
752,32,8,5,2,BL,Fall,Inside,Snorkel,SQ_Seaweed,0
753,33,9,5,1,BL,Fall,Inside,Snorkel,SQ_Seaweed,0
754,34,10,4,4,BL,Fall,Outside,Snorkel,SQ_Seaweed,4
755,35,11,4,3,BL,Fall,Outside,Snorkel,SQ_Seaweed,6
756,36,12,4,2,BL,Fall,Outside,Snorkel,SQ_Seaweed,20
757,37,13,4,1,BL,Fall,Outside,Snorkel,SQ_Seaweed,1
758,38,14,3,4,BL,Fall,Edge,Snorkel,SQ_Seaweed,2
759,39,15,3,3,BL,Fall,Edge,Snorkel,SQ_Seaweed,0
760,40,16,3,2,BL,Fall,Edge,Snorkel,SQ_Seaweed,5
761,41,17,3,1,BL,Fall,Edge,Snorkel,SQ_Seaweed,4
762,42,18,2,4,BL,Fall,Inside,Snorkel,SQ_Seaweed,36
763,43,19,2,3,BL,Fall,Inside,Snorkel,SQ_Seaweed,19
764,44,20,2,2,BL,Fall,Inside,Snorkel,SQ_Seaweed,6
765,45,21,2,1,BL,Fall,Inside,Snorkel,SQ_Seaweed,4
766,46,22,1,4,BL,Fall,Outside,Snorkel,SQ_Seaweed,67
767,47,23,1,3,BL,Fall,Outside,Snorkel,SQ_Seaweed,28
768,48,24,1,2,BL,Fall,Outside,Snorkel,SQ_Seaweed,16
769,49,1,7,4,SC,Summer,Inside,Snorkel,SQ_Seaweed,0
770,50,2,7,3,SC,Summer,Inside,Snorkel,SQ_Seaweed,1
771,51,3,7,2,SC,Summer,Inside,Snorkel,SQ_Seaweed,0
772,52,4,7,1,SC,Summer,Inside,Snorkel,SQ_Seaweed,0
773,53,5,6,4,SC,Summer,Inside,Snorkel,SQ_Seaweed,0
774,54,6,6,3,SC,Summer,Inside,Snorkel,SQ_Seaweed,2
775,55,7,6,2,SC,Summer,Inside,Snorkel,SQ_Seaweed,0
776,56,8,6,1,SC,Summer,Inside,Snorkel,SQ_Seaweed,0
777,57,9,5,4,SC,Summer,Outside,Snorkel,SQ_Seaweed,0
778,58,10,5,3,SC,Summer,Outside,Snorkel,SQ_Seaweed,1
779,59,11,5,2,SC,Summer,Outside,Snorkel,SQ_Seaweed,0
780,60,12,5,1,SC,Summer,Outside,Snorkel,SQ_Seaweed,2
781,61,13,4,4,SC,Summer,Edge,Snorkel,SQ_Seaweed,0
782,62,14,4,3,SC,Summer,Edge,Snorkel,SQ_Seaweed,4
783,63,15,4,2,SC,Summer,Edge,Snorkel,SQ_Seaweed,0
784,64,16,4,1,SC,Summer,Edge,Snorkel,SQ_Seaweed,2
785,65,17,3,4,SC,Summer,Outside,Snorkel,SQ_Seaweed,3
786,66,18,3,3,SC,Summer,Outside,Snorkel,SQ_Seaweed,9
787,67,19,3,2,SC,Summer,Outside,Snorkel,SQ_Seaweed,21
788,68,20,3,1,SC,Summer,Outside,Snorkel,SQ_Seaweed,96
789,73,25,2,4,SC,Summer,Edge,Snorkel,SQ_Seaweed,0
790,74,26,2,3,SC,Summer,Edge,Snorkel,SQ_Seaweed,78
